case,axis,axis_level,replicate,method,metric,value
sample_replicate_axis,sample_seed_replicate,2,rep8,kriging,mse,3.65127687199972
sample_replicate_axis,sample_seed_replicate,2,rep8,kriging,umg,0.9596491228070175
sample_replicate_axis,sample_seed_replicate,2,rep8,kriging,variance_mean,5.5744081176044356
sample_replicate_axis,sample_seed_replicate,2,rep8,rbf_bootstrap,mse,4.562004207423329
sample_replicate_axis,sample_seed_replicate,2,rep8,rbf_bootstrap,umg,0.5494900040799674
sample_replicate_axis,sample_seed_replicate,2,rep8,rbf_bootstrap,variance_mean,0.9884045640380242
sample_replicate_axis,sample_seed_replicate,2,rep8,sgs,mse,4.17188197341025
sample_replicate_axis,sample_seed_replicate,2,rep8,sgs,umg,0.9910852713178294
sample_replicate_axis,sample_seed_replicate,2,rep8,sgs,variance_mean,5.30642506458392
sample_replicate_axis,sample_seed_replicate,2,rep9,gp_mle,mse,4.746992708069203
sample_replicate_axis,sample_seed_replicate,2,rep9,gp_mle,umg,0.9911668706650347
sample_replicate_axis,sample_seed_replicate,2,rep9,gp_mle,variance_mean,4.840463894047533
sample_replicate_axis,sample_seed_replicate,2,rep9,kriging,mse,8.612879841980517
sample_replicate_axis,sample_seed_replicate,2,rep9,kriging,umg,0.9724398204814362
sample_replicate_axis,sample_seed_replicate,2,rep9,kriging,variance_mean,6.9573583387720745
sample_replicate_axis,sample_seed_replicate,2,rep9,rbf_bootstrap,mse,4.928664476671501
sample_replicate_axis,sample_seed_replicate,2,rep9,rbf_bootstrap,umg,0.37339861281109754
sample_replicate_axis,sample_seed_replicate,2,rep9,rbf_bootstrap,variance_mean,0.444835301315293
sample_replicate_axis,sample_seed_replicate,2,rep9,sgs,mse,5.66599446583457
sample_replicate_axis,sample_seed_replicate,2,rep9,sgs,umg,0.9786821705426356
sample_replicate_axis,sample_seed_replicate,2,rep9,sgs,variance_mean,7.160478561274722
sample_replicate_axis,sample_seed_replicate,1,rep0,gp_mle,mse,7.9154979099937695
sample_replicate_axis,sample_seed_replicate,1,rep0,gp_mle,umg,0.8461010101010101
sample_replicate_axis,sample_seed_replicate,1,rep0,gp_mle,variance_mean,5.393127436835179
sample_replicate_axis,sample_seed_replicate,1,rep0,kriging,mse,6.967980894078983
sample_replicate_axis,sample_seed_replicate,1,rep0,kriging,umg,0.8470707070707071
sample_replicate_axis,sample_seed_replicate,1,rep0,kriging,variance_mean,6.048388319153123
sample_replicate_axis,sample_seed_replicate,1,rep0,rbf_bootstrap,mse,7.43413457455069
sample_replicate_axis,sample_seed_replicate,1,rep0,rbf_bootstrap,umg,0.34743434343434343
sample_replicate_axis,sample_seed_replicate,1,rep0,rbf_bootstrap,variance_mean,0.5718694887517751
sample_replicate_axis,sample_seed_replicate,1,rep0,sgs,mse,7.9324524394205165
sample_replicate_axis,sample_seed_replicate,1,rep0,sgs,umg,0.868929292929293
sample_replicate_axis,sample_seed_replicate,1,rep0,sgs,variance_mean,6.321181878986967
sample_replicate_axis,sample_seed_replicate,1,rep1,gp_mle,mse,7.102857510132181
sample_replicate_axis,sample_seed_replicate,1,rep1,gp_mle,umg,0.8165252525252525
sample_replicate_axis,sample_seed_replicate,1,rep1,gp_mle,variance_mean,4.134496013560994
sample_replicate_axis,sample_seed_replicate,1,rep1,kriging,mse,8.91217037479844
sample_replicate_axis,sample_seed_replicate,1,rep1,kriging,umg,0.8161616161616162
sample_replicate_axis,sample_seed_replicate,1,rep1,kriging,variance_mean,5.896847624214917
sample_replicate_axis,sample_seed_replicate,1,rep1,rbf_bootstrap,mse,8.110229908109838
sample_replicate_axis,sample_seed_replicate,1,rep1,rbf_bootstrap,umg,0.278141414141414
sample_replicate_axis,sample_seed_replicate,1,rep1,rbf_bootstrap,variance_mean,0.28777254498115473
sample_replicate_axis,sample_seed_replicate,1,rep1,sgs,mse,7.605884661061417
sample_replicate_axis,sample_seed_replicate,1,rep1,sgs,umg,0.7447272727272727
sample_replicate_axis,sample_seed_replicate,1,rep1,sgs,variance_mean,4.238250770587534
sample_replicate_axis,sample_seed_replicate,1,rep2,gp_mle,mse,5.09225670612521
sample_replicate_axis,sample_seed_replicate,1,rep2,gp_mle,umg,0.9881281353626392
sample_replicate_axis,sample_seed_replicate,1,rep2,gp_mle,variance_mean,6.384242898453357
sample_replicate_axis,sample_seed_replicate,1,rep2,kriging,mse,5.100513701982914
sample_replicate_axis,sample_seed_replicate,1,rep2,kriging,umg,0.9266760904684975
sample_replicate_axis,sample_seed_replicate,1,rep2,kriging,variance_mean,9.001778344227704
sample_replicate_axis,sample_seed_replicate,1,rep2,rbf_bootstrap,mse,4.702010846883724
sample_replicate_axis,sample_seed_replicate,1,rep2,rbf_bootstrap,umg,0.5101777059773829
sample_replicate_axis,sample_seed_replicate,1,rep2,rbf_bootstrap,variance_mean,0.9833349223033023
sample_replicate_axis,sample_seed_replicate,1,rep2,sgs,mse,5.177887068792163
sample_replicate_axis,sample_seed_replicate,1,rep2,sgs,umg,0.9597536348949919
sample_replicate_axis,sample_seed_replicate,1,rep2,sgs,variance_mean,8.717272951551019
sample_replicate_axis,sample_seed_replicate,1,rep3,gp_mle,mse,4.709227844619971
sample_replicate_axis,sample_seed_replicate,1,rep3,gp_mle,umg,0.9871897926634768
sample_replicate_axis,sample_seed_replicate,1,rep3,gp_mle,variance_mean,4.577188013597372
sample_replicate_axis,sample_seed_replicate,1,rep3,kriging,mse,5.654046583642155
sample_replicate_axis,sample_seed_replicate,1,rep3,kriging,umg,0.9590590111642744
