axis_level,method,p_interval,fraction_in
500,kriging,0.5263157894736842,0.5081967213114754
500,kriging,0.5789473684210527,0.5611601513240857
500,kriging,0.631578947368421,0.6116015132408575
500,kriging,0.6842105263157894,0.6637242538881883
500,kriging,0.7368421052631579,0.7204707860445565
500,kriging,0.7894736842105263,0.7671290458175704
500,kriging,0.8421052631578947,0.8167297183690626
500,kriging,0.894736842105263,0.8764186633039092
500,kriging,0.9473684210526315,0.9289617486338798
500,kriging,1.0,1.0
500,sgs,0.0,0.0
500,sgs,0.05263157894736842,0.05170239596469105
500,sgs,0.10526315789473684,0.09667927700714586
500,sgs,0.15789473684210525,0.15048339638503572
500,sgs,0.21052631578947367,0.20134510298444724
500,sgs,0.2631578947368421,0.2492643968053804
500,sgs,0.3157894736842105,0.2984447246742329
500,sgs,0.3684210526315789,0.3539302227826818
500,sgs,0.42105263157894735,0.396385035729298
500,sgs,0.47368421052631576,0.44136191677175285
500,sgs,0.5263157894736842,0.49138293400588484
500,sgs,0.5789473684210527,0.5317360235393023
500,sgs,0.631578947368421,0.5809163514081547
500,sgs,0.6842105263157894,0.6216897856242118
500,sgs,0.7368421052631579,0.667927700714586
500,sgs,0.7894736842105263,0.7171080285834385
500,sgs,0.8421052631578947,0.7700714585960488
500,sgs,0.894736842105263,0.825136612021858
500,sgs,0.9473684210526315,0.8865069356872636
500,sgs,1.0,0.9995796553173603
500,rbf_bootstrap,0.0,0.0
500,rbf_bootstrap,0.05263157894736842,0.016813787305590584
500,rbf_bootstrap,0.10526315789473684,0.03278688524590164
500,rbf_bootstrap,0.15789473684210525,0.049600672551492225
500,rbf_bootstrap,0.21052631578947367,0.06389239176124423
500,rbf_bootstrap,0.2631578947368421,0.08112652374947457
500,rbf_bootstrap,0.3157894736842105,0.09541824295922656
500,rbf_bootstrap,0.3684210526315789,0.11307271963009669
500,rbf_bootstrap,0.42105263157894735,0.1307271963009668
500,rbf_bootstrap,0.47368421052631576,0.14459857082807903
500,rbf_bootstrap,0.5263157894736842,0.1614123581336696
500,rbf_bootstrap,0.5789473684210527,0.17990752416981926
500,rbf_bootstrap,0.631578947368421,0.19882303488860867
500,rbf_bootstrap,0.6842105263157894,0.21941992433795712
500,rbf_bootstrap,0.7368421052631579,0.2459016393442623
500,rbf_bootstrap,0.7894736842105263,0.273224043715847
500,rbf_bootstrap,0.8421052631578947,0.2988650693568726
500,rbf_bootstrap,0.894736842105263,0.3400588482555696
500,rbf_bootstrap,0.9473684210526315,0.4001681378730559
500,rbf_bootstrap,1.0,0.9621689785624212
500,gp_mle,0.0,0.0
500,gp_mle,0.05263157894736842,0.0533837746952501
500,gp_mle,0.10526315789473684,0.09920134510298445
500,gp_mle,0.15789473684210525,0.15006305170239598
500,gp_mle,0.21052631578947367,0.19882303488860867
500,gp_mle,0.2631578947368421,0.24632198402690206
